x1,x2,prediccion
0.4969331456917598,-0.7749360921387167,1
-0.002262686950877688,1.6728534506486186,1
-0.7949698308027935,0.11629110932574982,1
-1.5695990443987857,-0.21790059590876307,0
-1.4745781299573897,-1.1776450063110937,0
1.1548613350299535,0.12244898170382358,1
1.554404145488048,1.1640316764218046,1
0.7906137519956339,0.27836405241733647,1
-0.8037141461006376,-1.3560750035356794,0
0.4644337170714429,-0.5126535519677682,1
0.7406668685831971,0.7039150586586362,1
1.5699826309178766,-0.9243632017317727,1
0.5921602814628579,-0.14295529601219922,1
1.925650000523274,-0.1525185950602366,1
-1.0043694688965483,1.4739310116451954,1
-0.305965746572851,0.838265959403613,1
0.7132034354220131,0.18363524136252146,1
-1.5354696786840336,0.326038183662588,1
-0.9381830594120321,-1.3132037263016627,0
1.7714578834992636,-0.17040591758548188,1
-0.4169017608450942,-0.11088746030742296,1
-0.11829142394065426,-1.5631541828706212,1
-1.0349532281721,0.606557821677279,1
-0.3614609302202695,1.3185267996927812,1
-1.3311117797529806,-0.0006488068768211975,1
1.7211071483277094,-0.5878989196366077,1
-0.9343131479331297,0.4330222420163879,1
1.1205113128812039,0.995675714644419,1
1.5276892013074712,1.1884426076128523,1
1.6964743870382957,0.23600989404694364,1
-1.4182267620774236,1.0562667414948563,1
0.7238440631812323,-0.12036221366401832,1
0.6313528919620465,0.1254676884877132,1
-0.8665219325634858,-1.2043323092123015,0
0.40934203347534526,0.5998519423768583,1
0.6539456093492217,0.05805472983281692,1
-1.666835842231094,-0.4863029557309189,0
0.034931746644948296,-0.04145313365088515,1
0.04144777869327254,-0.5900950535237351,1
-0.5461652393355184,1.0967689985388893,1
-1.301641762107394,1.0916129161674177,1
0.7016028904498103,-1.5982359897440288,1
1.8461839779314104,-0.1784244867667718,1
-0.40885933889351406,-1.9252112572210265,0
0.015657085361756785,-0.8649972637503686,1
1.2617052053918065,0.8918050271873154,1
-1.2721029695588286,1.234488425884064,1
-0.019774545197927727,1.8133511682261423,1
-0.2728693878096414,-0.035978057182196245,1
1.8146952560837937,-0.6143792590775091,1
-0.97877436389799,0.32358824776454215,1
0.013944437592850183,-1.8781716487936082,1
-0.9481333244849748,1.4494154311228902,1
0.9347344414838611,0.8696138372242599,1
1.0074937988714954,-1.5943578408902082,1
0.6935261739578279,-0.43600558617933166,1
0.8352851382884187,0.10523314863307222,1
-0.1258815898092779,-0.6069049699029089,1
1.475596895584076,-1.2508192677857102,1
-1.9067311404987708,-0.28706811116237446,0
0.3034213126866767,-0.42399940045480894,1
-0.1735355787842234,-1.3747455323863333,1
0.36882338134491505,-0.8925503115555302,1
-1.5680656275325575,0.2713443468038211,1
1.3841800660733603,-1.123529690645326,1
-1.3542149805901404,0.19672008198279212,1
-0.5707502483502689,1.1401745398252139,1
0.49639211138699735,1.6919353996179625,1
-1.250738373570888,-1.0728695307343756,0
-0.1811894931937601,0.8465938902270099,1
-1.0050185433858416,-0.22996406361819627,1
-0.08928654370526265,-1.5981579296105735,1
-0.2677847702758669,-1.8341477255194416,1
-0.7519040678359505,-0.8251089707563627,1
0.9809180746007607,0.7006291516147738,1
-1.3673323926997742,-0.3887653054602966,0
-1.3240652539183224,0.6944020031641396,1
1.2338057893861927,-1.525017661941397,1
-0.02048741495264518,1.6649268607763756,1
1.450631292938662,-0.7744249472933105,1
-0.6260817153836246,-1.5778306932507624,0
-0.5109267891333614,-0.6223206191635996,1
1.4202603169619776,1.3559555382308692,1
0.29126578046713114,1.1349498240187306,1
0.10912759914479232,-0.8292069978100716,1
-1.401454392236097,-0.16563588242742341,1
0.31592048725197847,1.681664525694396,1
-1.3446651458737218,-0.7961633540353242,0
-0.7239799307050715,-1.1152589895174447,1
0.42864057579995074,-1.4460951768441943,1
0.3944729511981605,-1.4932482424228848,1
0.8437639307565636,-1.6076756114953843,1
0.48513375872704323,0.36703553818396595,1
1.6488396715080076,-1.082946895349506,1
-0.358376628899615,1.2298113806040492,1
1.0497709209118162,-1.6448529799787381,1
-0.5253530901940585,0.21108741073717754,1
-1.0202975548649016,1.5355923113541536,1
-1.121121283231063,-0.9885393675839711,0
-0.5663008658775945,-0.6447902859591689,1
1.5462586757935328,-0.2126980690648864,1
0.8042270738703508,-0.5539789871169707,1
-0.7824323511208647,-0.8975266413101479,1
-1.7474932200590945,-0.15380000591641196,0
-0.4397190151241809,1.0895043477018356,1
0.30136094756744697,-0.9180094975487829,1
-0.825130645361871,-0.810275446560504,1
-1.7060198643516002,0.9186761980683538,1
1.1128912328048064,-0.7064872759732815,1
0.11822747183394453,-1.075489352055262,1
-0.8952540868931262,0.6361658005100431,1
-1.2776792193707405,-0.6629464955850729,0
-0.6763294309127805,-0.43289583091644285,1
-0.3288946891706882,-1.4130144015700268,1
0.21178999518648783,1.5841262926148973,1
0.01110522088399617,1.1883443529483892,1
0.25615293558682106,-0.44542740707097245,1
0.29423841403811923,0.6900784133457848,1
-1.5647492273785595,-0.9512714290214584,0
0.16461419568828106,0.5775966637578823,1
1.3470890371854414,-0.24791333790414394,1
-0.16646492940505278,1.0249302942100884,1
0.6286483595069959,0.9888461402670815,1
1.8130228958859773,0.27025171681866894,1
-0.984741185543379,0.22240456700243746,1
0.3111456768350016,1.0638418236445335,1
-1.3438141790424651,-0.3697840404069379,0
0.5590020123670797,0.5723318426177301,1
0.23288712753914334,-0.032056290332859,1
-0.5082012235960781,-0.8210767622180013,1
0.9380763451155628,-0.8824044348775115,1
0.4052927619019009,-1.5504437387363312,1
1.8363337985786021,-0.7026198340204548,1
1.5553041573833555,0.6186276837690603,1
-0.1941737120576185,1.95745975922317,1
0.6446094545106903,0.2570903009811283,1
0.3749995458000227,0.34775907690350977,1
0.7664036128211731,-1.762779745557784,1
-1.7349334226496995,-0.6371464525339379,0
0.650645345999231,-1.5115114939465406,1
-0.31884038354972605,0.5889412219795916,1
1.2198354458367369,0.43035140046963155,1
1.032317938801262,0.2345076437953768,1
-0.05156867910036361,0.8217832513466875,1
1.2468821506838514,0.5339423385138087,1
-0.5274932324334013,-0.43296116652497696,1
-0.9331786199402571,1.6905597909984595,1
1.3423442063418567,0.8483919320717417,1
1.3523815802704067,-1.1228012323177055,1
-0.86538293450748,-1.1314485398302858,0
-0.37983860150734244,-0.647984328245916,1
-0.09863000253564479,0.03113515343618257,1
-0.887175099893869,0.49923297851842974,1
1.7644602305036945,-0.6778147550417101,1
0.8019804725483654,-0.5478991297783423,1
0.9683639009642532,1.7382684942647166,1
-1.0043892718093526,-1.217327010195043,0
-1.4592215303131983,0.4536098756170638,1
0.1814378122797625,0.002053914680647273,1
0.9875405846983656,-0.3704894048095296,1
0.31370012867019864,-1.082092098129892,1
0.9437619365209967,-1.5312908560876899,1
0.9268786863171098,-0.7435565859252968,1
0.7561225539781347,1.4094996598713385,1
0.04273514339420555,0.8276945456003497,1
0.8708366161194757,0.014201723362219813,1
0.885238970300968,0.5413397948883664,1
0.6650833213220702,-0.9970433075674592,1
-1.5524942271652273,-0.7077739560573941,0
-1.0086104067369979,1.5215682679954654,1
0.15193463546056132,0.3237018939945,1
1.19914260754138,-0.03152261922774027,1
-0.33225158094197077,0.6827516688526845,1
0.3910891522352469,0.19465371766667813,1
-0.5655152303944246,1.4766723962326007,1
